Cheval;Âge;Sexe;Race;Courses;Victoires;Places;Allocation tot.;Prime Prop.;Alloc. + Prime Prop.;Gain moyen;Valeur
ZILRAK;5;H;PUR SANG;8;2;6;38804,00;17461,00;56265,00;4850,50;345.0
ALVA;5;F;PUR SANG;5;1;3;38800,00;17459,00;56259,00;7760,00;385.0
NOFIX;3;H;PUR SANG;7;1;5;38679,00;29009,00;67688,00;5525,57;385.0
TEMPTABLE;3;F;PUR SANG;5;2;3;38650,00;0,00;38650,00;7730,00;430.0
JONES;3;F;PUR SANG;3;1;2;38600,00;28950,00;67550,00;12866,67;465.0
BURHAN;3;M;PUR SANG;4;1;2;38500,00;0,00;38500,00;9625,00;470.0
HACQUEVILLE;3;F;PUR SANG;5;3;2;38460,00;28845,00;67305,00;7692,00;405.0
MAX VERST;6;H;PUR SANG;12;2;8;38396,00;17277,00;55673,00;3199,67;365.0
CIAO PA';5;M;PUR SANG;9;1;3;38326,00;17246,00;55572,00;4258,44;425.0
ROOFTOP;4;H;PUR SANG;9;1;2;38320,00;17243,00;55563,00;4257,78;390.0
SAIDI EL FAL;4;M;PUR SANG;4;2;2;38300,00;17235,00;55535,00;9575,00;460.0
COSMO BEAU;5;M;PUR SANG;7;2;4;38240,00;17207,00;55447,00;5462,86;370.0
SUPER SOLDIER;2;M;PUR SANG;2;0;2;38180,00;0,00;38180,00;19090,00;415.0
PHINEAS;3;H;PUR SANG;5;2;2;38150,00;28612,00;66762,00;7630,00;440.0
STRAKO;5;H;PUR SANG;5;2;2;38077,00;17134,00;55211,00;7615,40;360.0
HYPERCORE;4;H;PUR SANG;6;2;1;38050,00;0,00;38050,00;6341,67;405.0
MISS SUPERNOVA;5;F;PUR SANG;7;3;3;37968,00;17085,00;55053,00;5424,00;340.0
LETTY'S MARVEL;10;H;PUR SANG;11;2;6;37839,00;17027,00;54866,00;3439,91;335.0
RAJMAMAILLE;5;F;PUR SANG;13;3;4;37825,00;17019,00;54844,00;2909,62;335.0
HAZA;3;H;PUR SANG;9;2;4;37811,00;25208,00;63019,00;4201,22;355.0
HOOKING;9;H;PUR SANG;2;1;1;37800,00;17010,00;54810,00;18900,00;480.0
GUALDA;4;F;PUR SANG;6;2;4;37786,00;0,00;37786,00;6297,67;390.0
CHIBITTY;3;H;PUR SANG;4;2;1;37700,00;28275,00;65975,00;9425,00;460.0
IL CAPO;4;H;PUR SANG;9;3;1;37610,00;16924,00;54534,00;4178,89;360.0
OXALIS;8;H;PUR SANG;12;2;8;37517,00;16880,00;54397,00;3126,42;365.0
ASMARANI;3;M;PUR SANG;4;1;3;37415,00;0,00;37415,00;9353,75;460.0
LACARO DU CROATE;4;F;ARABE;3;2;1;37250,00;10512,00;47762,00;12416,67;525.0
LUTHER;3;M;PUR SANG;2;0;1;37115,00;0,00;37115,00;18557,50;510.0
CHARLIE DE LA BRUNIE AA;3;F;*ANGLO-ARABE COMPLEMENT*;4;2;2;37070,00;0,00;37070,00;9267,50;
HUNTER'S LUCK;3;H;PUR SANG;8;2;4;37036,00;27777,00;64813,00;4629,50;395.0
HALANDJILA AA;6;F;ANGLO-ARABE;6;1;4;37029,00;0,00;37029,00;6171,50;
GRECIAN DESTINY;3;M;PUR SANG;6;2;3;36950,00;27712,00;64662,00;6158,33;430.0
START OF DAY;4;F;PUR SANG;3;0;2;36890,00;0,00;36890,00;12296,67;505.0
SPORT COUPE;7;H;PUR SANG;12;4;5;36866,00;16589,00;53455,00;3072,17;380.0
CITY TOWN;3;F;PUR SANG;5;1;2;36850,00;27637,00;64487,00;7370,00;400.0
I GOT RHYTHM;3;H;PUR SANG;7;2;3;36800,00;27599,00;64399,00;5257,14;390.0
REACH THE SKY;3;M;PUR SANG;7;2;2;36800,00;27600,00;64400,00;5257,14;460.0
DETONATE;3;H;PUR SANG;3;2;0;36650,00;27487,00;64137,00;12216,67;470.0
SCREEN SHOT;6;H;PUR SANG;8;2;5;36620,00;16478,00;53098,00;4577,50;340.0
BEAUVATIER;4;M;PUR SANG;3;1;0;36600,00;16470,00;53070,00;12200,00;505.0
MARQUISAT;5;H;PUR SANG;1;1;0;36600,00;0,00;36600,00;36600,00;520.0
CHOSEN DA CLODIA AA;3;M;*ANGLO-ARABE*;6;5;1;36550,00;0,00;36550,00;6091,67;
CURRAGH CAMP;3;H;PUR SANG;4;1;2;36500,00;27375,00;63875,00;9125,00;460.0
DARINGA;3;F;PUR SANG;8;2;5;36480,00;27359,00;63839,00;4560,00;375.0
SOUS INFLUENCE;4;H;PUR SANG;7;2;3;36451,00;0,00;36451,00;5207,29;355.0
THIRSTY;8;M;PUR SANG;4;2;2;36400,00;16380,00;52780,00;9100,00;390.0
GREAT ART;5;H;PUR SANG;10;3;5;36320,00;16343,00;52663,00;3632,00;310.0
QUARTZ DU HOULEY;5;H;PUR SANG;8;1;4;36050,00;16222,00;52272,00;4506,25;380.0
PLOTINUS;6;H;PUR SANG;10;3;4;36000,00;16200,00;52200,00;3600,00;330.0
SIEGLINDE;3;F;PUR SANG;8;2;5;35988,00;26991,00;62979,00;4498,50;365.0
FLASH MAN;3;H;PUR SANG;8;2;5;35978,00;26983,00;62961,00;4497,25;365.0
ROYAL BAY CEN;2;F;PUR SANG;5;2;3;35970,00;26977,00;62947,00;7194,00;445.0
CROWDFUNDING;7;H;PUR SANG;11;1;7;35741,00;16082,00;51823,00;3249,18;335.0
KINGORI;6;H;PUR SANG;11;3;7;35670,00;0,00;35670,00;3242,73;315.0
SHIRI;2;F;PUR SANG;3;2;1;35660,00;26745,00;62405,00;11886,67;430.0
WEDGEWOOD PEARL;4;F;PUR SANG;6;2;3;35646,00;16040,00;51686,00;5941,00;350.0
SAXON GIRL;4;F;PUR SANG;3;1;1;35600,00;16020,00;51620,00;11866,67;445.0
O'WOOD;4;H;PUR SANG;5;1;4;35560,00;16001,00;51561,00;7112,00;415.0
RAYEVKA;3;F;PUR SANG;3;1;1;35500,00;0,00;35500,00;11833,33;500.0
NORDESTE;8;M;PUR SANG;11;3;5;35470,00;15961,00;51431,00;3224,55;385.0
BOBBYMURPHY;7;M;PUR SANG;12;2;3;35460,00;15957,00;51417,00;2955,00;375.0
CHARENGO;3;M;PUR SANG;4;2;2;35450,00;26587,00;62037,00;8862,50;440.0
ZAMNESIA;5;F;PUR SANG;7;2;5;35424,00;15939,00;51363,00;5060,57;320.0
LANAKEN;7;H;PUR SANG;5;1;3;35411,00;15933,00;51344,00;7082,20;420.0
BACK TO BLACK;5;H;PUR SANG;5;2;1;35400,00;15930,00;51330,00;7080,00;390.0
PROSECUTOR;3;M;PUR SANG;5;2;3;35300,00;26475,00;61775,00;7060,00;400.0
APAX;5;H;PUR SANG;5;1;4;35245,00;15860,00;51105,00;7049,00;440.0
WHY CHOPE;6;F;PUR SANG;14;3;9;35235,00;15853,00;51088,00;2516,79;290.0
ETERNEL;5;H;PUR SANG;10;2;6;35190,00;15835,00;51025,00;3519,00;320.0
CH'EZZA;7;M;ARABE;1;0;1;35000,00;3300,00;38300,00;35000,00;550.0
ELDIO;4;H;PUR SANG;6;1;5;34990,00;0,00;34990,00;5831,67;390.0
REVE DE VALLARSA;5;M;PUR SANG;7;1;5;34954,00;15728,00;50682,00;4993,43;380.0
KOMOREBI;2;M;PUR SANG;3;2;1;34950,00;0,00;34950,00;11650,00;430.0
WILD WEST;5;M;PUR SANG;6;1;2;34940,00;15723,00;50663,00;5823,33;390.0
PRINCESS ZIZOU;6;F;PUR SANG;8;4;2;34870,00;15691,00;50561,00;4358,75;340.0
MARTIAL ART;6;H;PUR SANG;9;2;5;34860,00;15687,00;50547,00;3873,33;300.0
TROIA;3;F;PUR SANG;2;1;1;34820,00;0,00;34820,00;17410,00;440.0
FILLE D'ARGENTINE;3;F;PUR SANG;8;2;5;34785,00;26088,00;60873,00;4348,13;350.0
KEL ESPOIR EN JEU;5;F;CHEVAL AUTRE QUE PUR SANG;3;2;1;34750,00;0,00;34750,00;11583,33;
AMEDRAS;8;H;PUR SANG;7;1;3;34700,00;15615,00;50315,00;4957,14;400.0
LAZZARO;5;M;PUR SANG;3;1;2;34700,00;0,00;34700,00;11566,67;460.0
AVERNES;7;F;PUR SANG;12;2;9;34695,00;15611,00;50306,00;2891,25;310.0
CHALDERO;5;H;PUR SANG;5;2;2;34661,00;15596,00;50257,00;6932,20;380.0
KALIS DE LA BRUNIE AA;5;F;ANGLO-ARABE;5;3;2;34650,00;0,00;34650,00;6930,00;
OKAPINA'S LIGHT;5;H;PUR SANG;11;2;5;34620,00;15579,00;50199,00;3147,27;335.0
MARLOWE;5;H;PUR SANG;13;1;11;34594,00;15566,00;50160,00;2661,08;300.0
LINFASOMMER;5;F;PUR SANG;10;1;8;34410,00;15483,00;49893,00;3441,00;345.0
MAUPASSANT;3;M;PUR SANG;4;2;2;34400,00;25800,00;60200,00;8600,00;455.0
PURPLE RAIN;5;H;PUR SANG;11;1;9;34363,00;15461,00;49824,00;3123,91;310.0
TREATWOOD;5;H;PUR SANG;9;1;6;34328,00;15446,00;49774,00;3814,22;355.0
EGIATEGIA;4;F;PUR SANG;5;1;1;34300,00;0,00;34300,00;6860,00;410.0
ROYAL RHYME;5;M;PUR SANG;1;0;1;34290,00;0,00;34290,00;34290,00;
RASTRELLARE;3;H;PUR SANG;6;3;1;34200,00;0,00;34200,00;5700,00;420.0
BLUFF;5;H;PUR SANG;13;1;10;34159,00;15368,00;49527,00;2627,62;290.0
STORMYGO;4;H;PUR SANG;10;2;7;34144,00;15363,00;49507,00;3414,40;370.0
WALDKAUZ;8;H;PUR SANG;11;3;6;33980,00;15289,00;49269,00;3089,09;345.0
KING TREZY;4;M;PUR SANG;5;0;5;33958,00;15280,00;49238,00;6791,60;380.0
VEGA;4;F;PUR SANG;12;2;5;33920,00;15263,00;49183,00;2826,67;310.0
ZELZAL DREAM;3;H;PUR SANG;11;0;10;33860,00;25393,00;59253,00;3078,18;345.0
TIEGO THE FIRST;3;M;PUR SANG;5;1;2;33800,00;25350,00;59150,00;6760,00;465.0
OZAT;4;H;PUR SANG;6;2;3;33705,00;15167,00;48872,00;5617,50;450.0
GWO KA;3;M;PUR SANG;10;2;5;33665,00;25248,00;58913,00;3366,50;335.0
TERANGA;5;F;PUR SANG;15;3;9;33604,00;15119,00;48723,00;2240,27;235.0
LAKOTA BEAU;3;M;PUR SANG;6;2;3;33600,00;25198,00;58798,00;5600,00;395.0
FUJI HANA;3;F;PUR SANG;13;2;8;33595,00;25195,00;58790,00;2584,23;285.0
HEMATITE;3;F;PUR SANG;9;1;6;33572,00;0,00;33572,00;3730,22;370.0
QUALIXIA;4;F;PUR SANG;7;2;3;33570,00;0,00;33570,00;4795,71;380.0
QUINTEPLUS;3;H;PUR SANG;3;2;1;33545,00;25158,00;58703,00;11181,67;445.0
PRINCESSE BLONDE;5;F;PUR SANG;13;3;6;33516,00;15081,00;48597,00;2578,15;260.0
WARDAMA;7;F;PUR SANG;7;3;4;33500,00;15073,00;48573,00;4785,71;295.0
YES ZARA;5;F;PUR SANG;7;3;1;33380,00;15021,00;48401,00;4768,57;355.0
KILLARY KING;3;H;PUR SANG;6;2;2;33250,00;24937,00;58187,00;5541,67;430.0
UN INSTANT;4;M;PUR SANG;8;1;3;33200,00;14940,00;48140,00;4150,00;435.0
IMPITOYABLE;6;H;PUR SANG;12;3;4;33126,00;14906,00;48032,00;2760,50;370.0
LAUPER;6;F;PUR SANG;10;3;6;33098,00;14893,00;47991,00;3309,80;345.0
FRENCH CHUNKY;3;M;PUR SANG;5;2;3;33050,00;24787,00;57837,00;6610,00;415.0
SILVER TOWER;3;F;PUR SANG;5;3;2;33020,00;24764,00;57784,00;6604,00;340.0
DIEGO VENTURA;3;M;PUR SANG;2;1;1;33000,00;0,00;33000,00;16500,00;485.0
DREAM OP FAL;3;M;PUR SANG;6;2;3;32965,00;16848,00;49813,00;5494,17;380.0
BEST SECRET;3;M;PUR SANG;2;1;1;32900,00;24675,00;57575,00;16450,00;485.0
MORPHEWAN;5;M;PUR SANG;9;0;8;32900,00;14805,00;47705,00;3655,56;445.0
MAJOR OAK;5;H;PUR SANG;7;1;3;32870,00;14790,00;47660,00;4695,71;430.0
POSAFOLIE;3;F;PUR SANG;10;3;4;32776,00;24582,00;57358,00;3277,60;325.0
AMILCARE;3;M;PUR SANG;4;2;2;32750,00;24562,00;57312,00;8187,50;420.0
MARCHEMALO;3;M;PUR SANG;7;2;3;32700,00;24525,00;57225,00;4671,43;430.0
DIVIDE AND RULE;4;F;PUR SANG;6;1;5;32694,00;14711,00;47405,00;5449,00;395.0
OLYMPIC MESSAGE;5;H;PUR SANG;3;1;1;32576,00;14658,00;47234,00;10858,67;415.0
EUBOA;5;F;PUR SANG;5;0;4;32575,00;14658,00;47233,00;6515,00;440.0
SWEET CHOP;3;M;PUR SANG;8;0;8;32561,00;24420,00;56981,00;4070,13;400.0
ELUSIVE BELARDO;3;F;PUR SANG;7;2;3;32500,00;24375,00;56875,00;4642,86;365.0
SNOW GHOST;4;H;PUR SANG;10;2;4;32370,00;14566,00;46936,00;3237,00;340.0
WAZIERS;5;F;PUR SANG;9;2;3;32367,00;14564,00;46931,00;3596,33;360.0
SOAN;6;M;PUR SANG;6;3;2;32330,00;14548,00;46878,00;5388,33;330.0
TOPY'SIM;4;F;PUR SANG;9;1;5;32291,00;14529,00;46820,00;3587,89;335.0
VIRIMOON ETOILE;7;F;PUR SANG;12;3;7;32266,00;14518,00;46784,00;2688,83;260.0
TRIPTAJIKA;6;F;PUR SANG;14;1;11;32252,00;14511,00;46763,00;2303,71;255.0
MAD WHIP;7;H;PUR SANG;8;3;4;32229,00;14502,00;46731,00;4028,63;310.0
COMME QUOI;4;H;PUR SANG;4;1;2;32200,00;14490,00;46690,00;8050,00;470.0
GRAND LIBYA;6;H;PUR SANG;6;3;3;32060,00;0,00;32060,00;5343,33;305.0
MEHMIST;3;M;PUR SANG;7;1;3;32060,00;24044,00;56104,00;4580,00;405.0
IRON BIRD;3;F;PUR SANG;4;0;3;32060,00;24045,00;56105,00;8015,00;445.0
LEPARD;6;M;PUR SANG;15;2;4;32030,00;14413,00;46443,00;2135,33;345.0
WICKBURY;3;F;PUR SANG;11;2;6;32025,00;24018,00;56043,00;2911,36;325.0
RIVER CARD;2;H;PUR SANG;1;0;1;32000,00;0,00;32000,00;32000,00;
ZARAVINA;2;F;PUR SANG;1;0;1;32000,00;0,00;32000,00;32000,00;
VIVA LA SKIDS;2;F;PUR SANG;3;2;1;31990,00;23992,00;55982,00;10663,33;430.0
CERAMIC;2;F;PUR SANG;4;1;3;31984,00;23986,00;55970,00;7996,00;440.0
OSER;8;F;PUR SANG;12;2;7;31976,00;0,00;31976,00;2664,67;250.0
CLIMATE CHANGE;5;H;PUR SANG;4;0;3;31920,00;14364,00;46284,00;7980,00;460.0
ETREHAM;3;H;PUR SANG;8;1;6;31905,00;23927,00;55832,00;3988,13;335.0
TYRA;4;F;PUR SANG;4;1;2;31900,00;14355,00;46255,00;7975,00;405.0
IKOTOFETSY;2;M;PUR SANG;4;1;2;31820,00;23865,00;55685,00;7955,00;415.0
ATANASIO;6;H;PUR SANG;10;2;6;31792,00;14306,00;46098,00;3179,20;330.0
FORZA SEDACA;8;H;PUR SANG;12;1;11;31676,00;14251,00;45927,00;2639,67;320.0
IRISHKAMAYA;5;F;PUR SANG;6;2;3;31560,00;14202,00;45762,00;5260,00;325.0
DARIUS CEN;3;M;PUR SANG;3;1;1;31500,00;23625,00;55125,00;10500,00;475.0
CLOSEFIELD BELLE;3;F;PUR SANG;8;3;3;31484,00;0,00;31484,00;3935,50;355.0
MEGARRY;4;M;PUR SANG;5;1;2;31440,00;0,00;31440,00;6288,00;420.0
NARCOS;8;M;PUR SANG;12;1;5;31301,00;14085,00;45386,00;2608,42;325.0
DOBBA;3;H;PUR SANG;6;1;4;31298,00;0,00;31298,00;5216,33;380.0
DEFULLY;3;F;PUR SANG;7;1;5;31250,00;23437,00;54687,00;4464,29;370.0
AL AALI;3;M;PUR SANG;5;0;3;31250,00;23437,00;54687,00;6250,00;470.0
WOFF;7;H;PUR SANG;15;1;7;31247,00;14059,00;45306,00;2083,13;305.0
ESPOIR AVENIR;3;M;PUR SANG;5;1;4;31245,00;23433,00;54678,00;6249,00;455.0
ALLURE;3;H;PUR SANG;6;1;5;31245,00;23432,00;54677,00;5207,50;455.0
URI;6;M;PUR SANG;17;1;12;31157,00;14020,00;45177,00;1832,76;270.0
PURPLE LION;3;H;PUR SANG;7;2;2;31138,00;23352,00;54490,00;4448,29;345.0
SBIKHA;2;F;PUR SANG;8;1;7;31133,00;23348,00;54481,00;3891,63;375.0
BLACK HAWK;7;H;PUR SANG;11;2;3;31125,00;14006,00;45131,00;2829,55;345.0
ORACLE;3;M;PUR SANG;3;1;2;31100,00;23325,00;54425,00;10366,67;470.0
PRINCESSE D'AMOUR;3;F;PUR SANG;6;1;5;31062,00;23296,00;54358,00;5177,00;365.0
MADAOUA AA;5;F;*ANGLO-ARABE COMPLEMENT*;5;3;2;31000,00;0,00;31000,00;6200,00;
MARCHON;3;M;PUR SANG;2;2;0;31000,00;23250,00;54250,00;15500,00;
LARLIB;3;M;PUR SANG;5;1;1;31000,00;23250,00;54250,00;6200,00;390.0
FAME;3;F;PUR SANG;5;1;4;31000,00;23248,00;54248,00;6200,00;390.0
SALALAH;4;F;PUR SANG;8;1;6;30971,00;13936,00;44907,00;3871,38;385.0
BARBADIN;8;H;PUR SANG;10;2;5;30970,00;13935,00;44905,00;3097,00;325.0
WHATABOUTISM;3;F;PUR SANG;4;1;3;30890,00;23167,00;54057,00;7722,50;460.0
AL ALMARCHAL;4;M;PUR SANG;6;2;2;30880,00;0,00;30880,00;5146,67;350.0
EVERSTAR;4;H;PUR SANG;6;1;3;30865,00;13888,00;44753,00;5144,17;405.0
REUX;3;M;PUR SANG;17;1;10;30829,00;23121,00;53950,00;1813,47;300.0
ALREYYAH;3;F;PUR SANG;5;2;3;30824,00;0,00;30824,00;6164,80;405.0
PUMBA;3;F;PUR SANG;7;2;4;30790,00;23092,00;53882,00;4398,57;355.0
TRUE VALUE;4;F;PUR SANG;10;2;1;30780,00;13851,00;44631,00;3078,00;350.0
PERLE ARDENTE;3;F;PUR SANG;14;3;5;30772,00;23077,00;53849,00;2198,00;275.0
GUIBERNE;3;H;PUR SANG;6;3;2;30730,00;23047,00;53777,00;5121,67;385.0
JOH SPIRIT;6;F;PUR SANG;7;1;2;30690,00;13810,00;44500,00;4384,29;385.0
MAGURO;6;H;PUR SANG;10;2;7;30676,00;13803,00;44479,00;3067,60;230.0
AL DHABY;3;F;PUR SANG;4;2;2;30650,00;22987,00;53637,00;7662,50;415.0
VICIOUS HARRY;5;M;PUR SANG;6;0;5;30620,00;13779,00;44399,00;5103,33;445.0
MOOREA;3;F;PUR SANG;7;3;3;30610,00;22957,00;53567,00;4372,86;345.0
KENZEL;2;M;PUR SANG;3;2;0;30550,00;22912,00;53462,00;10183,33;440.0
ZELMAN;4;H;PUR SANG;3;1;1;30550,00;13747,00;44297,00;10183,33;440.0
CROCUS BORGET;7;H;PUR SANG;10;3;5;30507,00;13726,00;44233,00;3050,70;270.0
BALGEES TIME;9;F;PUR SANG;14;3;8;30486,00;12030,00;42516,00;2177,57;225.0
DIALLA;4;F;PUR SANG;3;1;2;30457,00;13705,00;44162,00;10152,33;365.0
BEL ARISTO;7;H;PUR SANG;9;2;6;30410,00;13684,00;44094,00;3378,89;315.0
PLATEADO;9;H;PUR SANG;10;3;6;30366,00;13663,00;44029,00;3036,60;315.0
BREATH OF FIRE;10;H;PUR SANG;12;2;6;30340,00;13652,00;43992,00;2528,33;265.0
GALIANO;9;H;CHEVAL AUTRE QUE PUR SANG;5;4;1;30300,00;0,00;30300,00;6060,00;
INSTANT FRAGILE;3;M;PUR SANG;3;1;1;30250,00;22687,00;52937,00;10083,33;470.0
LOVER SONG;3;M;PUR SANG;8;2;3;30200,00;22649,00;52849,00;3775,00;375.0
TWARAB;3;H;PUR SANG;14;2;7;30148,00;22608,00;52756,00;2153,43;275.0
ACCLAM;7;H;PUR SANG;11;2;5;30000,00;13500,00;43500,00;2727,27;345.0
INTISAR DE MONLAU;4;F;ARABE;4;2;0;30000,00;13500,00;43500,00;7500,00;505.0
NO TUNE;2;F;PUR SANG;2;2;0;30000,00;22500,00;52500,00;15000,00;
KONADA;3;F;PUR SANG;4;1;2;30000,00;22500,00;52500,00;7500,00;440.0
ALSABA;3;F;PUR SANG;4;1;3;30000,00;0,00;30000,00;7500,00;425.0
NOUR AL MAURY;6;F;ARABE;3;0;3;30000,00;4150,00;34150,00;10000,00;510.0
LIPPO DE CARRERE;4;M;ARABE;1;0;1;30000,00;9900,00;39900,00;30000,00;520.0
BIANCA DE GHAZAL;4;F;ARABE;3;0;3;30000,00;7950,00;37950,00;10000,00;510.0
HAVANA SIX;6;F;PUR SANG;6;1;4;29960,00;13481,00;43441,00;4993,33;350.0
PICNIC ROYAL;9;H;PUR SANG;12;3;5;29882,00;13446,00;43328,00;2490,17;280.0
GOLDEN THREAD;3;H;PUR SANG;5;1;4;29860,00;14520,00;44380,00;5972,00;370.0
MADOUSS;7;F;PUR SANG;8;3;3;29855,00;13433,00;43288,00;3731,88;300.0
LILAROSE;3;F;PUR SANG;13;3;7;29850,00;22387,00;52237,00;2296,15;260.0
MISS WHITE SOCKS;5;F;PUR SANG;8;1;6;29828,00;13422,00;43250,00;3728,50;315.0
SICILIANO;2;M;PUR SANG;4;2;2;29800,00;22349,00;52149,00;7450,00;430.0
HORIZON DE TANUES AA;8;H;ANGLO-ARABE;6;2;3;29792,00;0,00;29792,00;4965,33;
ASTREA;2;F;PUR SANG;6;1;5;29721,00;22288,00;52009,00;4953,50;375.0
AVERSA;5;F;PUR SANG;11;0;6;29720,00;13372,00;43092,00;2701,82;345.0
SOUL OF FREEDOM;5;H;PUR SANG;12;3;4;29711,00;0,00;29711,00;2475,92;265.0
BOTICELLI;3;H;PUR SANG;7;1;5;29647,00;22234,00;51881,00;4235,29;335.0
MEHLANGO;4;M;PUR SANG;6;1;2;29638,00;13337,00;42975,00;4939,67;355.0
THORDIS;3;F;PUR SANG;6;0;5;29560,00;22170,00;51730,00;4926,67;440.0
LAVIRCA DODVILLE;6;F;PUR SANG;10;2;4;29556,00;13298,00;42854,00;2955,60;310.0
HUMAN EVOLUTION;4;M;PUR SANG;11;1;8;29505,00;0,00;29505,00;2682,27;310.0
LES PETITS PRINCES;3;M;PUR SANG;3;2;1;29500,00;22125,00;51625,00;9833,33;460.0
I AM PARADOU;3;H;PUR SANG;8;2;4;29418,00;22063,00;51481,00;3677,25;380.0
PERLI CHOPE;4;F;PUR SANG;13;2;8;29406,00;13230,00;42636,00;2262,00;325.0
DEVIL IN THE SKY;5;H;PUR SANG;7;1;5;29395,00;13226,00;42621,00;4199,29;365.0
CUNCERTO;6;H;PUR SANG;3;1;1;29350,00;13207,00;42557,00;9783,33;370.0
VALMACCA;3;F;PUR SANG;6;1;4;29350,00;22012,00;51362,00;4891,67;420.0
WAYBREAKER;2;M;PUR SANG;2;1;1;29350,00;17137,00;46487,00;14675,00;
GATTOPARDO;4;M;PUR SANG;6;0;5;29330,00;13198,00;42528,00;4888,33;380.0
GOLD PLAYER;6;H;PUR SANG;7;2;2;29310,00;13189,00;42499,00;4187,14;330.0
GOLDEN BEACH;6;H;PUR SANG;10;4;3;29296,00;0,00;29296,00;2929,60;290.0
ROYAUMONT;8;H;PUR SANG;8;2;4;29276,00;13173,00;42449,00;3659,50;355.0
JOHN STYLE;5;H;PUR SANG;12;2;8;29276,00;13173,00;42449,00;2439,67;235.0
LA FILLE DE BERLIN;8;F;PUR SANG;14;2;7;29245,00;13159,00;42404,00;2088,93;195.0
OPALUS ROAD;6;H;PUR SANG;2;1;1;29200,00;13140,00;42340,00;14600,00;430.0
SKYLIGHT BROCHARD;4;H;PUR SANG;8;1;4;29120,00;0,00;29120,00;3640,00;420.0
JACK OF TRADES;7;H;PUR SANG;10;1;7;29058,00;0,00;29058,00;2905,80;295.0
REINE DE MEDICIS;3;F;PUR SANG;3;0;2;29050,00;6187,00;35237,00;9683,33;450.0
LETTYT FIGHT;8;H;PUR SANG;10;1;9;29027,00;13061,00;42088,00;2902,70;305.0
LIMPIDE;2;F;PUR SANG;5;1;4;29014,00;21760,00;50774,00;5802,80;385.0
ESTEPONA;3;M;PUR SANG;3;0;3;29010,00;21757,00;50767,00;9670,00;470.0
AFTERGLOW;6;F;PUR SANG;10;3;6;28970,00;13036,00;42006,00;2897,00;245.0
MOTU PROPRIO;3;F;PUR SANG;7;1;4;28950,00;0,00;28950,00;4135,71;415.0
GABYLOU;3;H;PUR SANG;10;2;6;28900,00;21675,00;50575,00;2890,00;320.0
CANALEJAS;2;M;PUR SANG;4;1;3;28864,00;21647,00;50511,00;7216,00;410.0
MISS ANGEL;3;F;PUR SANG;7;2;3;28846,00;0,00;28846,00;4120,86;360.0
KERKILA;3;F;PUR SANG;5;1;3;28845,00;0,00;28845,00;5769,00;455.0
BAY D'ARGENT;5;H;PUR SANG;5;0;5;28820,00;12969,00;41789,00;5764,00;455.0
AMJAAD;3;F;ARABE;4;1;3;28750,00;17812,00;46562,00;7187,50;
USER KINDLY;6;M;PUR SANG;12;2;7;28739,00;0,00;28739,00;2394,92;310.0
INDIE BRIGHT;4;F;PUR SANG;7;1;5;28710,00;12919,00;41629,00;4101,43;370.0
KAHULA;5;F;CHEVAL AUTRE QUE PUR SANG;4;2;1;28700,00;0,00;28700,00;7175,00;
MEFIE TOI;2;M;PUR SANG;5;2;2;28680,00;21510,00;50190,00;5736,00;410.0
RIYAK;7;H;PUR SANG;9;2;4;28650,00;12892,00;41542,00;3183,33;320.0
CIARAN;3;M;PUR SANG;2;1;1;28640,00;21480,00;50120,00;14320,00;470.0
EUSKADI;3;M;PUR SANG;5;2;2;28600,00;21450,00;50050,00;5720,00;415.0
BAY CITY ROLLER;3;M;PUR SANG;1;0;1;28600,00;0,00;28600,00;28600,00;500.0
GO TO FIRST;5;M;PUR SANG;1;0;1;28600,00;0,00;28600,00;28600,00;420.0
DIVINE CHRISNAT;5;F;PUR SANG;8;1;5;28562,00;12852,00;41414,00;3570,25;410.0
NOTE AREDIENNE AA;4;F;ANGLO-ARABE;3;2;1;28550,00;0,00;28550,00;9516,67;
SHAIHAAN;4;M;ARABE;4;2;2;28500,00;11925,00;40425,00;7125,00;500.0
HELLO JEEBY;3;M;PUR SANG;2;2;0;28500,00;21375,00;49875,00;14250,00;440.0
POMELEO;4;M;PUR SANG;11;1;8;28446,00;12799,00;41245,00;2586,00;275.0
IRADIE;4;F;PUR SANG;6;2;4;28410,00;12783,00;41193,00;4735,00;350.0
RANCON ROYALE;6;H;PUR SANG;7;1;5;28336,00;12750,00;41086,00;4048,00;330.0
KAHOUNA;7;F;PUR SANG;12;3;5;28319,00;12743,00;41062,00;2359,92;260.0
DIYAA;3;F;PUR SANG;14;1;10;28301,00;21224,00;49525,00;2021,50;245.0
CHARIBELLE;3;F;PUR SANG;3;2;1;28250,00;21187,00;49437,00;9416,67;435.0
KAHUNA;8;H;PUR SANG;5;1;3;28250,00;12711,00;40961,00;5650,00;415.0
STANGHELI;4;H;PUR SANG;6;0;3;28226,00;12701,00;40927,00;4704,33;375.0
CARO BUONO;2;M;PUR SANG;4;1;3;28200,00;21150,00;49350,00;7050,00;410.0
CAMBACERES;4;M;PUR SANG;7;1;4;28165,00;12673,00;40838,00;4023,57;430.0
MADERO;3;M;PUR SANG;5;0;4;28160,00;21119,00;49279,00;5632,00;460.0
ZVAROSHKA;5;F;PUR SANG;2;1;1;28150,00;12667,00;40817,00;14075,00;405.0
